system_id,word,ner
23,聯合報,ORG
23,屈彥辰,PERSON
23,新北,GPE
23,國民黨,ORG
23,侯友宜,PERSON
23,杜紫軍,PERSON
23,國政基金會,ORG
23,祖嘉,PERSON
23,柳采葳,PERSON
23,民進黨,ORG
23,林祖嘉,PERSON
23,賴清德,PERSON
23,台灣,GPE
23,台灣,NORP
23,林祖嘉,PERSON
23,蔡英文,PERSON
23,台灣,GPE
23,過去年,DATE
23,過去三年,DATE
23,台灣,GPE
23,林祖嘉,PERSON
23,蔡英文,PERSON
23,今年,DATE
23,元旦,DATE
23,中央,ORG
23,兆億元,MONEY
23,七年,DATE
23,億元,MONEY
23,蔡,PERSON
23,三,CARDINAL
23,億元,MONEY
23,林祖嘉,PERSON
23,民進黨,ORG
23,台電,ORG
23,蔡,PERSON
23,台電,ORG
23,過去七年,DATE
23,十年,DATE
23,五,CARDINAL
23,杜紫軍,PERSON
23,馬英九,PERSON
23,蔡英文,PERSON
23,杜紫軍,PERSON
23,侯友宜,PERSON
23,新台幣萬元,MONEY
23,三,CARDINAL
23,萬元,MONEY
23,杜紫軍,PERSON
23,民進黨,ORG
23,民進黨,ORG
23,民進黨,ORG
23,蕭美琴,PERSON
23,八年,DATE
23,柳采葳,PERSON
23,民進黨,ORG
23,民進黨,ORG
23,賴清德,PERSON
23,台灣,NORP
23,台灣,GPE
23,民進黨,ORG
23,台電,ORG
23,億元,MONEY
24,八年,DATE
24,八年,DATE
24,八年,DATE
25,藍白粉,PERSON
25,小英,PERSON
25,萬八,CARDINAL
25,美,GPE
25,台,GPE
25,馬英九,PERSON
25,民進黨,ORG
25,第三,ORDINAL
25,國民黨,ORG
25,六,CARDINAL
25,半年內,DATE
25,台,GPE
25,高鐵,FAC
25,六,CARDINAL
25,北農萬酬庸,PERSON
25,台灣,NORP
25,鄭文燦,PERSON
25,三,CARDINAL
25,鄭百億,PERSON
25,博弈集團,ORG
25,中國鵬,PERSON
25,大陸,GPE
25,三,CARDINAL
25,柯建銘,PERSON
25,兩,CARDINAL
25,中國,NORP
25,人民幣,MONEY
25,宜蘭,GPE
25,陳金德,PERSON
25,電業法,LAW
25,基隆,GPE
25,捷運,ORG
25,台灣,GPE
25,中華台北,GPE
25,中國,GPE
25,農田水利會,ORG
25,索羅門,GPE
25,海地,GPE
25,慶富,ORG
25,大創,ORG
25,日本,GPE
25,教育部長,ORG
25,吳茂昆,PERSON
25,空汙法,LAW
25,謝系,PERSON
25,謝明達,PERSON
25,轉型正義委員會,ORG
25,東廠,ORG
25,葛特曼,PERSON
25,柯文哲,PERSON
25,深澳電廠,FAC
25,嘉義民雄鄉,GPE
25,萬元,MONEY
25,公尺,QUANTITY
25,彰化,GPE
25,二,CARDINAL
25,雙北早餐店,ORG
25,網軍公關公司,ORG
25,廖燦昌,PERSON
25,第金,ORDINAL
25,外交部,ORG
25,明年,DATE
25,億元,MONEY
25,烏克蘭,GPE
25,勞動部,ORG
25,嘉義,GPE
25,議會,ORG
25,蔡,PERSON
25,黃國昌,PERSON
25,東亞青奧運,EVENT
25,國安,ORG
25,南海,LOC
25,馬頓,PERSON
25,數十億,CARDINAL
25,中選會,ORG
25,台灣,GPE
25,台積電,ORG
25,美,GPE
25,日,GPE
25,蔡英文,PERSON
25,八兆,CARDINAL
25,新竹,GPE
25,杜拜,GPE
25,數位發展部,ORG
25,九萬,CARDINAL
25,醫牙波波,GPE
25,二,CARDINAL
25,三,CARDINAL
25,黃國承,PERSON
25,趙介佑,PERSON
25,柯文哲,PERSON
25,抗中保台,PERSON
25,新加坡,GPE
25,美軍,ORG
25,兩萬二千,CARDINAL
25,九成,CARDINAL
25,台北市,GPE
25,二十萬,CARDINAL
25,共產,ORG
25,塔綠班,PERSON
25,民進黨,ORG
25,謝龍介,PERSON
25,台南,GPE
25,陳明文,PERSON
25,萬,CARDINAL
25,柯建銘,PERSON
25,桃園特產五星球場,FAC
25,七千億,MONEY
25,三百萬,CARDINAL
25,三千元,MONEY
25,台鐵,ORG
25,五,CARDINAL
25,交通部,ORG
25,蔡英文,PERSON
25,台灣人,NORP
25,美國,NORP
25,台大,ORG
25,華航,ORG
25,立院,ORG
25,立院,ORG
25,八百餘,CARDINAL
25,兩,CARDINAL
25,農委會,ORG
25,第任,ORDINAL
25,衛福部,ORG
25,十,CARDINAL
25,第任,ORDINAL
25,勞動基金,ORG
25,喬友新屋,FAC
25,五十,CARDINAL
25,普悠瑪,ORG
25,數十,CARDINAL
25,林佳龍,PERSON
25,新北,GPE
25,十,CARDINAL
25,中國,GPE
25,台灣,GPE
25,台灣,NORP
25,衛福部,ORG
25,憲法,LAW
25,政院版礦業法,LAW
25,數十萬噸,QUANTITY
25,台南,GPE
25,太陽花學運,EVENT
25,兩岸監督條例,LAW
25,民進黨,ORG
25,民進黨,ORG
25,高雄,GPE
25,陳菊,PERSON
25,泰國,GPE
25,億,CARDINAL
25,英政府,ORG
25,三,CARDINAL
25,五百億,MONEY
25,五倍,CARDINAL
25,中共,ORG
25,兩年,DATE
25,零,CARDINAL
25,上海,GPE
25,二,CARDINAL
25,台南七股,GPE
25,韓,GPE
25,蔡,PERSON
25,普悠瑪,ORG
25,監察院,ORG
25,台灣,GPE
25,監委,ORG
25,監察院,ORG
25,韓,GPE
25,高雄,GPE
25,韓,GPE
25,高雄,GPE
25,奧運,EVENT
25,金管會,ORG
25,松山,GPE
25,蘇貞昌,PERSON
25,桃市,GPE
25,萬元,MONEY
25,資策會,ORG
25,更月,DATE
25,衛福部,ORG
25,故宮,FAC
25,核四,FAC
25,臺灣,GPE
25,國史館,ORG
25,中華民國,GPE
25,北京,GPE
25,中共,ORG
25,七百多天,DATE
25,萊豬,PERSON
25,民進黨,ORG
25,億元,MONEY
25,台灣,GPE
25,北京,GPE
25,台灣,GPE
25,王立強,PERSON
25,台灣人,NORP
25,日,GPE
25,韓,GPE
25,三大半年,DATE
25,二點六萬元,MONEY
25,三萬六,CARDINAL
25,台灣,GPE
25,多萬,CARDINAL
25,六,CARDINAL
25,三,CARDINAL
25,萬,CARDINAL
25,六,CARDINAL
25,四,CARDINAL
25,五月,DATE
25,六,CARDINAL
25,五,CARDINAL
25,台灣,GPE
25,六,CARDINAL
25,六,CARDINAL
25,食藥署,ORG
25,高雄,GPE
25,近千萬元,MONEY
25,佳冬鄉,GPE
25,黃國昌,PERSON
25,屏東,GPE
25,蔡英文,PERSON
25,花光年,DATE
25,柯文哲,PERSON
25,竹市,GPE
25,百億,CARDINAL
25,柯建銘,PERSON
25,綠英,PERSON
25,農委會,ORG
25,網軍綠委,ORG
25,陳吉仲,PERSON
25,四,CARDINAL
25,陳吉仲,PERSON
25,農委會,ORG
